	og_sentence	label	aug_sentence
1866	What a good way to start the New Year..|	1	What a great way to kickstart the New Year. (expressing enthusiasm for a positive start to the New Year)
1867	#newjob Urgent CONTRACT - Assurance Manager - Private Banking, Singapore - Not Specified, Singapore  Specifie... http://t.co/bASQ2zWos1	0	"#newjob Urgent CONTRACT - Assurance Manager - Private Banking, Singapore - Not Specified, Singapore Specifie... <a href=""http://t.co/bASQ2zWos1"" target=""_new"">http://t.co/bASQ2zWos1</a> (sharing a job opportunity in Singapore)"
1868	@Codename_Nycea And here I though that a one programmer operation had the same money and power as EA. #TheMoreYouKnow	1	@Codename_Nycea, it turns out that a one-programmer operation doesn't have the same financial resources and influence as EA. #TheMoreYouKnow (responding to a misconception about the financial power of a one-person programming operation)
1869	"Still wondering why the pop-up ""save password"" still pops up even when you do not tick ""keep logged in"". -Sarcastic"	0	"It's ironic how the ""save password"" pop-up still appears even when you don't check ""keep logged in"". -Sarcastic (highlighting the irony of a persistent pop-up despite not selecting the option to save the password)"
1870	is the game	0	Here are the paraphrases for the given sentences:This is the game.
1871	It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark	1	It's always pleasant when I take a cigarette break around 2 am at my house and hear eerie, creepy sounds in the dark.
1872	Thank you behh! Loveyou! :) @circeyaki #bestfriends #behh #beh #sweet #love #distance  #to #far... http://t.co/i4TZSWbKsz	0	Thank you, behh! I love you! :) @circeyaki #bestfriends #behh #beh #sweet #love #distance #to #far... [link to a website]
1873	2 1/2 hour nap then up for a ct scan at the hospital. perfect timing.	1	After a 2 1/2 hour nap, I have a scheduled CT scan at the hospital. Perfect timing.
1874	@carnsoreboxer you'd really want to watch that!! #excessivecomsumption !	1	@carnsoreboxer, you really should watch that! It's all about excessive consumption!
1875	@TU_SuccessStory I'm getting to notifications though. I know we up but only by 10. We playing bad?	0	@TU_SuccessStory, I'm receiving notifications, but I'm aware that we're only up by 10. Are we playing poorly?
1876	@RealAlexJones but they put it in soaps and shampoo! It's healthy!	1	@RealAlexJones, despite it being included in soaps and shampoo, some people believe it's beneficial and healthy!
1877	Who ever thought moving in the middle of December would be so peaceful?	2	Who would have thought that moving in the middle of December could be so peaceful?
1878	"My whole life is just ""oh ok""."	0	"My entire life can be summed up as ""oh, okay."""
1879	check it out! http://t.co/AMtMNUl9YN	0	Take a look! [link to a website]
1880	@DeformedCircus I try to imagine. it's confusing.	0	Here are the paraphrases for the given sentences:@DeformedCircus, I attempt to imagine, but it's perplexing.
1881	@Quammunist Ben were you going to pick up your pizzas today?	0	@Quammunist, Ben, were you planning to pick up your pizzas today?
1882	You can have the prettiest face in the world but stretch marks will ruin it all for me.	0	Even if you have the most beautiful face in the world, stretch marks can ruin it all for me.
1883	@bdstratton @csimps0n well aren't you the brightest bulb in the chandelier?	1	@bdstratton @csimps0n, you truly are the smartest person in the room, aren't you?
1884	Are sororities upset that their sisters are making their organizations look bad or that the world sees how some of them act?#SororitySisters	0	Are sororities upset because their members are tarnishing the reputation of their organizations or because the world is witnessing some of their questionable behavior? #SororitySisters
1885	so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise	1	It comes as no surprise that it's alleged that 99% of Russian athletes use performance-enhancing drugs.
1886	@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz	0	@FunnyIines: Just retweet this without saying anything. [link to a tweet] @MikeyOrosz
1887	Heading to my nanas place its going to be so fun	1	I'm heading to my grandma's place, and it's going to be so much fun.
1888	Incredible. RT @Buster_ESPN: The Red Sox have an agreement with Justin Masterson.	0	Unbelievable. Retweeted by @Buster_ESPN: The Red Sox have reached an agreement with Justin Masterson.
1889	What a great start to my morning  #smh	1	What a fantastic way to start my morning. #smh (shaking my head)
1890	Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes	0	Here are the paraphrases for the given sentences:Every narrative has a conclusion, but in life, every ending is simply the start of something new. #quoteoftheday #lifequotes
1891	Thanks for the AWESOME support on our #instagram page. Much appreciated. http://t.co/CShfJo0TqO #women #motivation #rolemode	0	Thank you for the amazing support on our Instagram page. We truly appreciate it. [link to page] #women #motivation #rolemodel
1892	I find this farrrrr too funny :face_with_tears_of_joy::face_with_tears_of_joy: #wow #can #u  http://t.co/4Ah4SUyDlW	0	I find this extremely hilarious. 😂 #wow #can #u [link to content]
1893	in #Iowa. Anti-Union Governor #Branstad having inauguration & ball at #CommunityChoice Credit Union Center. A slap to #AFSCME #Homan	2	Taking place in Iowa, Governor Branstad, who is known for his anti-union stance, is holding his inauguration and ball at the CommunityChoice Credit Union Center. This is a disrespectful act towards AFSCME (American Federation of State, County and Municipal Employees) and Homan. #Iowa #Branstad #CommunityChoice #AFSCME
1894	Work done, gym done, steak for tea and Friday tomorrow #woohoo :smiling_face_with_open_mouth::thumbs_up_sign:	0	Work is finished, gym session is completed, having steak for dinner, and tomorrow is Friday. Exciting! 😄👍
1895	"@fuegalove: @princessTAYLER: Me and Cam Newton will be engaged by the end of this year just wait on it lmao"" BYYER FOOLISHA""<<good night"	0	@fuegalove: @princessTAYLER: Just wait for it, by the end of this year, Cam Newton and I will be engaged. 😂&lt;&lt; Good night
1896	95% of my clothes are black. #noshame :bomb:	0	The majority of my clothing is black, and I have no shame about it. 💣
1897	In the last 2 movies I've seen Alan Arkin in (Argo, GrudgeMatch) he has had me absolutely rolling.	0	In the past two movies I've seen Alan Arkin in (Argo, GrudgeMatch), he has had me laughing uncontrollably.
1898	I don't like clowns but I'm going to be one.	2	Clowns aren't my favorite, but I'm going to dress up as one.
1899	@TylerJShock How do you score on someone?	0	@TylerJShock, how do you score on someone?
1900	Why is paper so sharp? Someone should put a ban on paper!  #liberalmentality	1	Here are the paraphrases for the given sentences:Why is paper so pointy? There should be a restriction on paper! #liberalmentality
1901	@LondonBum WTF!!!! Was that :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: #GangstaWankstaYard	0	@LondonBum, what in the world was that? 😂 #GangstaWankstaYard
1902	MORON, no one has ever said a ball is square #STRAWMAN @RBRNetwork1 @rattleduck	0	What a foolish argument, nobody has ever claimed that a ball is square. #STRAWMAN
1903	Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun!	1	Today is going to be interesting with a math presentation, AP history test, AP science test, and who knows what in Asgill...
1904	@ChanaChristine haha they were never nice. Guess I'm not cool enough :pensive_face: #sadface	0	@ChanaChristine haha, they were never friendly. I guess I'm not cool enough. 😔 #sadface
1905	#ACUnity is on Sale!! It's now 40$ on Steam! Go buy it it's an Amazing game :v|#SteamSale #SteamWinterSale	0	#ACUnity is now discounted! It's available for $40 on Steam! It's an incredible game, go and grab it. ✌️ #SteamSale #SteamWinterSale
1906	Lol well done swans	1	Haha, well done swans. 👏
1907	2 and half hour walk #Proud	0	Completed a 2 and a half-hour walk. Feeling proud!
1908	Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day	1	Oh no, I got a flat tire and my car broke down on my way home from work at 5 am. Thank goodness for my friends. What a way to end/start my day.
1909	Lol RT @EnfieldSpurs: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back	0	Haha, retweeting @EnfieldSpurs: It wouldn't surprise me if Soldado scores a hat-trick and we win 0-3 against Chelsea tonight. The legend is back.
1910	Coming to the conclusion that Apple IS Skynet #terminator #apocalypseiscoming #warofthemachines	0	Here are the paraphrases for the given sentences:I've reached the conclusion that Apple is like Skynet, the fictional AI system from Terminator. The impending apocalypse of machines taking over seems to be approaching. #terminator #apocalypseiscoming #warofthemachines
1911	Meh...i don't think I'm a suit person.|~ Neil Caffrey||#TvQuotes|#WhiteCollar	0	Meh... I don't think I'm someone who looks good in suits. - Neil Caffrey #TvQuotes #WhiteCollar
1912	@beezageeza I'm smarter than most people who lie to me. I have fun picking the holes in their stories.	0	@beezageeza, I'm more intelligent than most people who deceive me. I enjoy finding the inconsistencies in their stories.
1913	#13CABS apparently this guy only does city-airport. If not, swears & drives off. Even from a taxi rank #goodguy  http://t.co/xZ0bXMZIhD	1	Apparently, this particular driver from #13CABS only goes to the airport. If not, he swears and drives away, even from a taxi rank. #goodguy
1914	Marvin Lewis clearly thinks very highly of Johnny Football  #norespect @amicsta	1	Marvin Lewis clearly holds Johnny Football, also known as Johnny Manziel, in high regard. #norespect @amicsta
1915	So glad to be off work	0	It's such a relief to be done with work.
1916	One from her please *cries* http://t.co/z0Yt6Dax7s	0	I'd like to have one of those, and it makes me emotional. <em>cries</em>
1917	I was doing great with this summary of my year until I got to June 27th, and the weekend of @Hartswormx3 's birthday. #rivertrip #groupchat	0	I was doing well with summarizing my year until I reached June 27th, the weekend of @Hartswormx3's birthday celebration during the #rivertrip and the group chat. #groupchat
1918	And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome :face_with_look_of_triumph:	1	"And you just ignore my ""To Be Honest"" post? Do you dislike me to the extent of erasing me from your life or something? #awesome 😤"
1919	@Olivian_Forever oh yeah!!! 2nd :D #HoldTheApplause hahaha lol  <33	1	@Olivian_Forever, oh yeah! Second place! #HoldTheApplause hahaha lol &lt;33
1920	@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner mmmm :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:	0	Here are the paraphrases for the given sentences:@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner, this is hilarious! 😂😂😂
1921	@burninggoats no doubt. And we wonder why Xmas makes ppl crazy?!	0	@burninggoats, no doubt. And it's no wonder why Christmas drives people crazy, right?
1922	"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?""  @KingJames #ICantBreathe http://t.co/qwpv9OqGgd"	3	"Hold on... hold on... isn't the font used on that t-shirt ""comic sans""? @KingJames #ICantBreathe"
1923	I need my own pillow to fall asleep mymalsh	0	I need my own pillow to fall asleep comfortably. #mymalsh
1924	Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m	0	I just walked the path of Frodo from Lord of the Rings in The Lord of the Rings Online... I've already met my geek quota for the week :-p Here's the starting point...
1925	Gareth's polar opposite is a chicken-loving vegetarian :face_with_tears_of_joy::hatching_chick:  #Bones @andjwest	2	Gareth's complete opposite is someone who loves chickens but follows a vegetarian diet. 😂🐣 #Bones @andjwest
1926	@maggsonmedia #eskom yup, service delivery is impeccable . diesel supply or cash flow problems? Ineptitude	1	@maggsonmedia #eskom, yup, their service delivery is flawless. Are they facing issues with diesel supply or cash flow? Incompetence.
1927	Oh look - wrapping presents is SO easy...here's the video to prove it!!!|http://t.co/f6QFevN0Ka	0	Oh look, wrapping presents is so easy... here's the video to prove it!!! | [video link]
1928	Oh sprints I love you  http://t.co/sEW8Im7i0u	1	Oh sprints, I really enjoy doing them. [video link]
1929	3 hours of sleep is sufficient to tackle this day.  #timezoneproblems	1	With just 3 hours of sleep, I'll manage to tackle this day. #timezoneproblems
1930	@MarcotteJN @KillerKalen yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3	1	Here are the paraphrases for the given sentences:@MarcotteJN @KillerKalen, I'm intentionally adjusting my sleep schedule to avoid you. I wake up at 6 AM my time so that by 10 PM, I'm exhausted. #sucksimissedyou &lt;3
1931	Bet that was #limbs in the Sunderland end	0	That was probably a crazy celebration in the Sunderland end.
1932	Gawd! I love 9am lectures and 4-6pm lectures.	1	Oh my god! I absolutely love having lectures at 9 AM and from 4-6 PM.
1933	@mel78carey I'm not a Lohan anymore :grinning_face_with_smiling_eyes: detox now for 4 weeks new me! 1 week tomorrow :face_throwing_a_kiss:	0	@mel78carey, I've changed my lifestyle and I'm no longer like a Lohan. I'm detoxing for four weeks, and in one week from tomorrow, I'll be a new me! 😘
1934	Good to see Tomas Rosicky playing tdae #ARSvQPR	0	It's great to see Tomas Rosicky playing in today's match. #ARSvQPR
1935	BITCH WHERE THE FUCK U THINK IM GOING?????|BETTER SIT ON DOWN WITH THE REST OF THESE BITCHES WAITTNG FOR ME TO MOVE....  NEVA	0	Where the hell do you think I'm going????? Better sit down with the rest of these people waiting for me to make a move... Never gonna happen.
1936	haven't talked to you in days. that's cool I guess.	1	It's been days since we last talked. I guess that's fine.
1937	@nine_oh ****ALERT**** PLEASE CHANGE THIS.... ITS  ME>>> #NowPlaying Relentlezz @WHATCHAKNO  - Who I Be :: Tune In: http://t.co/MV7gJcM7l3	0	<strong><strong>ALERT</strong></strong> PLEASE CHANGE THIS.... IT'S ME&gt;&gt;&gt; #NowPlaying Relentlezz @WHATCHAKNO - Who I Be :: Tune In: [link]
1938	Perty sunrise #fs100 timelapse of the mountain http://t.co/vy2BcAMSYA	0	Beautiful sunrise captured in a timelapse of the mountain. [link]
1939	#Kaley Cuoco-Sweeting #apologises #for #saying she's  #a #feminist: Kaley Cuoco-Sweeting, pictured with her... http://t.co/6ZAn7uxtKp	0	#Kaley Cuoco-Sweeting #apologises #for #saying she's #a #feminist: Kaley Cuoco-Sweeting, pictured with her... [link]
1940	"@cnsnews @AnnCoulter Obamanomics: FS & Unemployment Insurance is ""economic stimulus"". FT to PT work frees us to follow our dreams."	0	Here are the paraphrases for the given sentences:@cnsnews @AnnCoulter: Obamanomics promotes the idea that receiving food stamps and unemployment benefits stimulate the economy. Working part-time allows us to pursue our dreams.
1941	2014 was the year @Fionan_b and I became Lords :crown: #watchthelordman	0	In 2014, @Fionan_b and I achieved a higher status and became Lords. #watchthelordman
1942	@baltimoresun Hate it. Go back to the old format please.	0	@baltimoresun: I dislike the current format. Please revert back to the old one.
1943	@amyhoy I am procrastinating on getting work done b/c I am reading your new book!	2	@amyhoy: I'm procrastinating on my work because I can't stop reading your new book!
1944	"@theprojecttv When all the ""trauma"" these kids are suffering is over, the fact remains, You apologised for telling the truth.  #stuism"	2	"@theprojecttv: Once the ""trauma"" these children experience is over, the fact remains that you apologized for speaking the truth. #stuism"
1945	Aren't you just loving the snow?  #Stockport  http://t.co/JhG0LxAun5	1	Don't you just love the snow? #Stockport [link]
1946	One of my favourite things about going to fanshawe is walking to the Z building	1	One of the things I love about attending Fanshawe College is the walk to the Z building.
1947	Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day	2	I'm currently writing about how I plan to overcome procrastination after leaving my work untouched all day.
1948	Finals week plus hearing that my grandma is in the ICU = amazing  #letmegohome	1	Dealing with finals week and hearing that my grandma is in the ICU makes for an eventful time. #letmegohome
1949	Why does Zayn look like a Spanish flamingo dancer	0	Why does Zayn Malik resemble a Spanish flamenco dancer?
1950	Blackpool today for an interview.  the weather for the beach	0	Here are the paraphrases for the given sentences:I have an interview in Blackpool today. Hoping for good weather to enjoy the beach.
1951	Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.	0	Thank you, @wizards_magic. Making Facebook mandatory for Twitch Chat is an effective way to discourage interested players.
1952	whoever just did the hunger games whistle on the quiet floor, I applaud you on your originality and cultural relevance  #oldjoke	1	To the person who just did the Hunger Games whistle on the quiet floor, I appreciate your creativity and understanding of pop culture. #oldjoke
1953	So, @GdayJohnKim faved my tweet. What was my reaction?....my parents thought I went crazy.  Ashamed http://t.co/pXCXM28dgR	0	So, @GdayJohnKim liked my tweet. My reaction? Well, my parents thought I went crazy. I'm embarrassed. [link]
1954	Mid speech @ Christmas Lacrosse Ball #flattering  @ Grand Cafe http://t.co/Uu7yeqDfV5	1	During my Christmas speech, a lacrosse ball unexpectedly appeared. It was quite amusing. @ Grand Cafe [link]
1955	It's beginning to look a lot like....||... Intravenous!||#selfie #xmasdo #xmasparty @officialmrstorm http://t.co/ur5mUJXpDG	0	The holiday season is here, and it's starting to look a lot like... an intravenous session! #selfie #xmasdo #xmasparty @officialmrstorm [link]
1956	Most Hindus depend on the 'western' researchers,who explain to them what's written in Hindu scriptures!;-) @rupasubramanya #FacePalm	2	"Many Hindus rely on ""western"" researchers to interpret and explain the Hindu scriptures to them. @rupasubramanya #FacePalm"
1957	Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter	1	There's something beautiful about the sound of rain hitting the window on Christmas Day. #whereswinter
1958	Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo :thumbs_up_sign::father_christmas::wrapped_present::father_christmas:	0	I just booked a massage for myself and my achy back with @sharna_woodcock @back_physio. Hopefully, it will provide relief during the Christmas season. :thumbs_up_sign::father_christmas::wrapped_present::father_christmas:
1959	@ManUtdstholder @hunts9 You're  familiar with Matt Bubsy, #then.	0	@ManUtdstholder @hunts9, I assume you're familiar with Matt Bubsy, right?
1960	@sophiaqualquer what for ? waste of time...:)	0	Here are the paraphrases for the given sentences:@sophiaqualquer, why bother? It's a waste of time... :)
1961	#All #And #For #Hot  #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8	0	Check out the #Hot and fashionable style of Rachel. Please retweet. [link1] [link2]
1962	"I love getting woken up by my body just to say ""I know you were comfortable sleeping.. But here's something you don't want anyway"""	1	It's amusing how my body wakes me up just to remind me of something I don't even want.
1963	Can't wait for my boyfriend to come home and kick my butt into shape....  :see-no-evil_monkey::face_with_tears_of_joy: @DylanJohannink	1	I can't wait for my boyfriend to come home and motivate me to get in shape. :see-no-evil_monkey::face_with_tears_of_joy: @DylanJohannink
1964	What a joke. Thanks for the detailed response and communication with your customers.  @AskPlayStation @PlayStation	1	What a ridiculous situation. Thank you for the detailed response and communication with your customers. @AskPlayStation @PlayStation
1965	love is bliss...	1	Love brings happiness.
1966	@yWTorres9 time to hit the books then	3	@yWTorres9, it's time to start studying.
1967	Twirra is NOT a place. RT @TWEET_BaBaLaWo: Twitter a place where virgins will be tweeting sexual & hoes will be forming saint...	2	Twirra is not a real place. There are people on Twitter with different personalities and behaviors.
1968	At least I woke up feeling a lot better today..	1	Thankfully, I woke up feeling much better today.
1969	@KelseyDPeterson @Get_Merked22 I can sign you in as my guest....	0	@KelseyDPeterson @Get_Merked22, I can sign you in as my guest if you'd like.
1970	dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again	0	Here are the paraphrases for the given sentences:I'm all cozy in my dressing gown, enjoying a turkey and buffalo sauce sandwich while watching the big fat quiz of the year. #moving #never #again
1971	Love waking up to grumpy people	1	It brings me joy to wake up to grumpy people.
1972	Gotta record my favorite show Tamar&Vince season finale!!!:purple_heart:	0	I must remember to record the season finale of my favorite show Tamar&amp;Vince!!! 💜
1973	@BillPowers9  but if we all hold hands and sing Kumbaya they won't hate us!	1	@BillPowers9, if we all come together and promote unity, they won't hate us!
1974	@bigbillybmoney haha!! Noo I don't need new boob's my old ones are just fabulous :face_with_stuck-out_tongue_and_tightly-closed_eyes::face_with_stuck-out_tongue_and_tightly-closed_eyes::face_with_stuck-out_tongue_and_tightly-closed_eyes:	0	@bigbillybmoney haha!! No, I don't need new boobs. My old ones are absolutely fabulous. 😛😛😛
1975	@BOWTIEBOSS Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.	1	"@BOWTIEBOSS Oh, only the ""economic"" destruction of the country. That surely makes a significant difference."
1976	@KevDGrussing Makes me so proud to be an American	1	@KevDGrussing It fills me with pride to be an American.
1977	Don't you love when guys try to give you their number? Keyword TRIED.  #backupoff	1	Don't you just love it when guys try to give you their number? Well, they tried. #backupoff
1978	Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill!   http://t.co/vFP1ehx7yL	1	Rogers, that smile perfectly captures my reaction when I receive an unexpectedly high phone bill! [link]
1979	@Bad_Cat_ Wow, that is just so funny...	1	@Bad_Cat_ Wow, that is genuinely hilarious...
1980	@CollegeGameDay fan-freakin-tastic! Can't wait	1	Here are the paraphrases for the given sentences:@CollegeGameDay is absolutely amazing! I'm so excited and can't wait.
1981	Jusuf Nurkic #Bulls RT @JonathanTjarks: He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.	0	Jusuf Nurkic is a talented player. It's quite impressive that Denver acquired him and Gary Harris in exchange for McDermott.
1982	@KidCodyyy I'm hurt but I still love you	0	@KidCodyyy, I may be hurt, but my love for you remains unchanged.
1983	We cram 5 minutes before an exam and get a tag of qualified person.	2	We study for only 5 minutes before an exam and still get labeled as qualified individuals.
1984	what do you think? good name or what?|@HondoLane @brownbearmike1 @laurarubin7	0	What are your thoughts? Is it a good name or not? @HondoLane @brownbearmike1 @laurarubin7
1985	I hate when random people get in the hot tub with me #favthings  https://t.co/RsjUcgRhJv	1	It's annoying when random people join me in the hot tub. #favthings [link]
1986	Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.	0	Some women go to extreme lengths to be with a guy, and the least he can do is break her heart! Well, not all, but some.
1987	Check out my latest blog post on MyFairDaily: Pins That Really Work!!! http://t.co/6e4lh0Wjjj #lbloggers #lifestyle #pinterest #triedandtrue	0	Take a look at my latest blog post on MyFairDaily: Pins That Actually Work!!! [link] #lbloggers #lifestyle #pinterest #triedandtrue
1988	About to write my math final really excited  #somethingrandom http://t.co/by8fVYYyZR	1	I'm about to write my math final exam and I'm really excited. #somethingrandom [link]
1989	@ClayTravisBGID One could hope.	1	@ClayTravisBGID One can only hope for the best.
1990	..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob	1	Here are the paraphrases for the given sentences:@Youtube has been favoring big channels and making small channels irrelevant since 2014. #GoodJob
1991	@ZafShabir and a strut to boot	0	@ZafShabir is confidently strutting around.
1992	Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks http://t.co/wht23Idawu	3	Having some fun before work with Alissa Marie. #letswork #kiddingnotkidding #funtimes #sheseriouslyrocks [link]
1993	Yea I love it when 2 is already throwing a tantrum upon waking up. Totally. Awesome. :ok_hand_sign:  @NannyProbss	1	It's great when my 2-year-old is already throwing a tantrum right after waking up. Totally awesome. 👌 @NannyProbss
1994	:flag_for_Faroe_Islands:🇱🇱🇴🇼 THIS:|#TSU website now worth $1.5 Million!||You get paid for posting!|http://t.co/OXybfwwWb6 http://t.co/3rW8P7GfW8	0	🇫🇴 THIS: The #TSU website is now valued at $1.5 Million! You can get paid for your posts! [link]
1995	@BigAlMLM Please give me a Follow Back.	0	@BigAlMLM, please follow me back.
1996	@HMRCcustomers You know this is wrong don't you http://t.co/00WSRV7RcS Please help us out here #EUVAT	2	@HMRCcustomers, you're aware that this is incorrect, right? Please assist us with #EUVAT.
1997	.@tomorrowstand Yup. That's exactly how we do it	1	@tomorrowstand, that's exactly how we do it.
1998	Waa mockingjay part 2 tahon depan meh 20 Nov 2015 wtvr Night at the museum 3 #mustwatchb4decemberendssobssobs http://t.co/rAc6XdS56z	0	Can't wait for Mockingjay Part 2 in November 2015, and also planning to watch Night at the Museum 3 before December ends. #mustwatchb4decemberendssobssobs [link]
1999	Damned if you do... http://t.co/iAJmWD7Yta #communication #truth  via @TheM3Blog	0	It's a difficult situation either way... #communication #truth [link] via @TheM3Blog
2000	@jasonmatheson @jamieyuccas see you in Burnsville at 5pm!	0	Here are the paraphrases for the given sentences:Looking forward to seeing you both in Burnsville at 5pm, @jasonmatheson and @jamieyuccas!
2001	Travel and tourism this morning.My favourite lesson whoooo	1	Excited for my favorite lesson this morning: Travel and tourism! Whoooo!
2002	Your cyber Monday sale got extended? No fucking way!  #stfu	1	Can't believe your cyber Monday sale got extended! Unbelievable! #stfu
2003	Why can I hear a chicken? This is Fulham for gods sake!	0	Why am I hearing a chicken in Fulham? This is unexpected!
2004	when you get friendzoned by someone you trying to friendzone...sigh	2	It's disappointing when someone you were trying to friendzone ends up friendzoning you. Sigh.
2005	"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17"	2	"The rule ""I before 'E' except after 'C'"" applies, but what about the word ""weird""? #Tshirt #RulesWereMadeToBeBroken? [link]"
2006	My dream is to celebrate Christmas with you :smiling_face_with_heart-shaped_eyes:	0	My dream is to spend Christmas with you, filled with love and happiness. 😍
2007	Sad I don't have a Christmas jumper, thanks @Missguided for your super fast delivery :thumbs_up_sign:	1	Sadly, I don't have a Christmas jumper, but thanks to @Missguided for their speedy delivery. 👍
2008	@KimiNozoGuy @Alison_prime @SportzPunz @IvyTwisted @shitpostman Probably folks like #FullMcIntosh who don't buy games.  #gamergate	2	People like #FullMcIntosh, who don't purchase games, are probably the ones making such comments. #gamergate
2009	Wheres the rodgers in brigade	3	Where are the supporters of Rodgers in the brigade?
2010	Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate	1	"Here are the paraphrases for the given sentences:The media's ability to sensationalize the typical autumn weather is commendable with phrases like ""weather bomb."""
2011	A decent Christmas party for a change, and an added bonus of not missing the last train for a change!	0	Finally had a good Christmas party, and as a bonus, I didn't miss the last train this time!
2012	So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain	1	Lakeside was packed with millions of shoppers, making it quite the experience. I've had enough of post-Christmas shopping, though.
2013	look for the girl with the broken smile, ask her if she wants to stay while, and she will be loved. :two_hearts::musical_note:	0	Look for the girl with a sad smile, ask her if she wants someone to stay with her, and show her some love. 💕🎵
2014	i just loveee bein short and having my sweatpants go all the way under my feet its so fun... :pile_of_poo:	1	Being short has its perks, like having sweatpants that go all the way under my feet. It's amusing. 💩
2015	Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm ícias #queensofthestoneage #rockinrio	0	Queens Of The Stone Age rocked at Rock In Rio! Check out the news here. #queensofthestoneage #rockinrio
2016	Funny your the broken one now Im the only one who needed saving.|	3	It's ironic that you're the one broken now, and I'm the one who needed saving before.
2017	#marleyandme RT @alexspeier: Sources tell @bradfo and me that Dodgers are showing serious interest in Jon Lester.	0	The Dodgers are seriously considering acquiring Jon Lester, as reported by @alexspeier and @bradfo. Reminds me of #marleyandme.
2018	Hmm. Training for encouraging motivational change tonight. Don't know if I can be bothered to go.  #burnout	2	Hmm, I have a training session tonight for motivating change, but I'm not sure if I have the energy to attend. #burnout
2019	@patrickmchall @WakondaClub I bet those fairways and greens rival the work of @WakondaGrounds	1	I'm sure the fairways and greens at @WakondaClub are on par with the excellent work by @WakondaGrounds.
2020	@TheWarRoom_Tom I am sure this has made your day. LoL	1	Paraphrases for each of the sentences:I'm certain this has made your day. Laugh out loud!
2021	@WadeVanHooser i am okay with a trade, but they better get a darn good package and it better not be in the division	0	I'm fine with a trade, but they need to receive a really good offer, and it should be from a different division.
2022	So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated!	1	So now it's Hamilton on a Monday night? I appreciate BTSportSPFL for all the evening games they provide us; Saturday football is not as good as people think!
2023	Thirst will make you settle for a grenade bruh	0	When you're really thirsty, you might end up settling for someone who is not attractive, my friend.
2024	@BrandonTierney I also support instantly murdering 12 year olds with fake plastic guns in public parks...	0	I also support immediately dealing with 12-year-olds who have fake plastic guns in public parks...
2025	On page 35 of 357 of Hogfather, by Terry Pratchett http://t.co/k1u72J9FgF	0	I'm currently on page 35 out of 357 of Hogfather, written by Terry Pratchett.
2026	@TMJ4Steve @AlTruda73 not knowing that it was about covering the points hasn't kept us from winning two weeks and almost winning a 3rd.	0	Our lack of knowledge that it was about covering the points hasn't prevented us from winning two weeks and almost winning a third.
2027	@dudleymbc happy new year to you too!! Thanks for the reply	1	Happy New Year to you too, @dudleymbc! Thank you for the response.
2028	Ugh, I would give your first-born for some Pepto Bismol right now. #upsettummy	0	Oh, I would do anything for some Pepto Bismol right now, even if it means giving up your first-born child. #upsettummy
